ΤΚ,Περιοχή,Ζώνη,"Συνολική κατανάλωση","Ημέρες κατανάλωσης","Μέση ημερήσια κατανάλωση","Πλήθος παροχών","Μήνας κατανάλωσης"
18344,ΠΑΡΑΛΙΑ,"Κλάση Ε",755,47,16.06,3,01/2025
18345,ΓΗΠΕΔΟ,"Κλάση A",390,11049,0.04,400,01/2025
18345,ΓΗΠΕΔΟ,"Κλάση Β","7,225",26601,0.27,926,01/2025
18345,ΓΗΠΕΔΟ,"Κλάση Γ","2,473",3991,0.62,159,01/2025
18345,ΓΗΠΕΔΟ,"Κλάση Δ",469,228,2.06,12,01/2025
18345,ΙΛΙΣΣΟΣ,"Κλάση A",53,1478,0.04,55,01/2025
18345,ΙΛΙΣΣΟΣ,"Κλάση Β","1,537",5295,0.29,181,01/2025
18345,ΙΛΙΣΣΟΣ,"Κλάση Γ",668,1070,0.62,39,01/2025
18345,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση A",730,21151,0.03,765,01/2025
18345,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Β","12,551",45887,0.27,1606,01/2025
18345,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Γ","5,104",8071,0.63,317,01/2025
18345,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Δ","1,371",851,1.61,38,01/2025
18345,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Ε",525,92,5.70,3,01/2025
18345,ΜΟΣΧΑΤΟ,"Κλάση A",213,5759,0.04,208,01/2025
18345,ΜΟΣΧΑΤΟ,"Κλάση Β","4,205",15191,0.28,523,01/2025
18345,ΜΟΣΧΑΤΟ,"Κλάση Γ","1,582",2618,0.60,101,01/2025
18345,ΜΟΣΧΑΤΟ,"Κλάση Δ",274,156,1.76,6,01/2025
18345,ΠΑΡΑΛΙΑ,"Κλάση A",347,10525,0.03,388,01/2025
18345,ΠΑΡΑΛΙΑ,"Κλάση Β","8,009",28531,0.28,999,01/2025
18345,ΠΑΡΑΛΙΑ,"Κλάση Γ","3,278",5256,0.62,203,01/2025
18345,ΠΑΡΑΛΙΑ,"Κλάση Δ",499,326,1.53,16,01/2025
18345,ΣΤΑΘΜΟΣ,"Κλάση A",635,18485,0.03,676,01/2025
18345,ΣΤΑΘΜΟΣ,"Κλάση Β","11,055",41379,0.27,1450,01/2025
18345,ΣΤΑΘΜΟΣ,"Κλάση Γ","3,717",6050,0.61,245,01/2025
18345,ΣΤΑΘΜΟΣ,"Κλάση Δ",657,350,1.88,18,01/2025
18346,ΙΛΙΣΣΟΣ,"Κλάση A",22,1027,0.02,37,01/2025
18346,ΙΛΙΣΣΟΣ,"Κλάση Β",187,828,0.23,31,01/2025
18346,ΙΛΙΣΣΟΣ,"Κλάση Γ",117,183,0.64,8,01/2025
18346,ΙΛΙΣΣΟΣ,"Κλάση Δ",202,138,1.47,6,01/2025
18346,ΚΗΦΙΣΣΟΣ,"Κλάση A",8,769,0.01,31,01/2025
18346,ΚΗΦΙΣΣΟΣ,"Κλάση Β",234,790,0.30,30,01/2025
18346,ΚΗΦΙΣΣΟΣ,"Κλάση Γ",255,342,0.75,14,01/2025
18346,ΚΗΦΙΣΣΟΣ,"Κλάση Δ",224,153,1.47,7,01/2025
18346,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση A",74,2867,0.03,108,01/2025
18346,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση Β",715,2890,0.25,109,01/2025
18346,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση Γ",603,843,0.72,40,01/2025
18346,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση Δ","1,322",670,1.97,29,01/2025
18346,ΛΑΧΑΝΑΓΟΡΑ,"Κλάση Ε","3,086",256,12.05,11,01/2025
18346,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση A",3,138,0.02,5,01/2025
18346,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Β",179,594,0.30,20,01/2025
18346,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Δ",48,43,1.11,2,01/2025
18346,ΜΟΣΧΑΤΟ,"Κλάση A",53,2211,0.02,76,01/2025
18346,ΜΟΣΧΑΤΟ,"Κλάση Β",511,2013,0.25,71,01/2025
18346,ΜΟΣΧΑΤΟ,"Κλάση Γ",384,561,0.69,24,01/2025
18346,ΜΟΣΧΑΤΟ,"Κλάση Δ",905,432,2.10,17,01/2025
18346,ΜΟΣΧΑΤΟ,"Κλάση Ε","1,184",93,12.73,3,01/2025
18346,ΣΤΑΘΜΟΣ,"Κλάση A",89,2785,0.03,103,01/2025
18346,ΣΤΑΘΜΟΣ,"Κλάση Β",903,3440,0.26,128,01/2025
18346,ΣΤΑΘΜΟΣ,"Κλάση Γ",589,820,0.72,34,01/2025
18346,ΣΤΑΘΜΟΣ,"Κλάση Δ",814,432,1.88,19,01/2025
18346,ΣΤΑΘΜΟΣ,"Κλάση Ε",207,32,6.48,2,01/2025
18450,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση A",34,1606,0.02,93,01/2025
18450,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Β",451,1853,0.24,62,01/2025
18450,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Γ",238,350,0.68,14,01/2025
18450,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Δ",98,62,1.58,2,01/2025
18450,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση A",959,41429,0.02,1489,01/2025
18450,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Β","14,768",56442,0.26,1938,01/2025
18450,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Γ","5,700",8947,0.64,339,01/2025
18450,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Δ","1,204",828,1.45,32,01/2025
18450,ΑΡΜΕΝΙΚΑ,"Κλάση A",576,21506,0.03,694,01/2025
18450,ΑΡΜΕΝΙΚΑ,"Κλάση Β","10,778",39928,0.27,1288,01/2025
18450,ΑΡΜΕΝΙΚΑ,"Κλάση Γ","3,900",6293,0.62,203,01/2025
18450,ΑΡΜΕΝΙΚΑ,"Κλάση Δ",847,434,1.95,14,01/2025
18450,ΓΕΦΥΡΑ,"Κλάση A",294,11724,0.03,386,01/2025
18450,ΓΕΦΥΡΑ,"Κλάση Β","4,260",15785,0.27,518,01/2025
18450,ΓΕΦΥΡΑ,"Κλάση Γ","1,502",2432,0.62,86,01/2025
18450,ΓΕΦΥΡΑ,"Κλάση Δ",567,343,1.65,12,01/2025
18450,ΜΑΝΙΑΤΙΚΑ,"Κλάση A",108,4580,0.02,149,01/2025
18450,ΜΑΝΙΑΤΙΚΑ,"Κλάση Β","1,895",6825,0.28,225,01/2025
18450,ΜΑΝΙΑΤΙΚΑ,"Κλάση Γ",907,1454,0.62,48,01/2025
18450,ΜΑΝΙΑΤΙΚΑ,"Κλάση Δ",37,34,1.07,2,01/2025
18450,ΝΙΚΑΙΑ,"Κλάση A",220,8332,0.03,276,01/2025
18450,ΝΙΚΑΙΑ,"Κλάση Β","3,470",12931,0.27,427,01/2025
18450,ΝΙΚΑΙΑ,"Κλάση Γ","1,257",2020,0.62,67,01/2025
18450,ΝΙΚΑΙΑ,"Κλάση Δ",225,154,1.46,6,01/2025
18450,"ΟΣΙΑ ΞΕΝΗ","Κλάση A",166,7080,0.02,249,01/2025
18450,"ΟΣΙΑ ΞΕΝΗ","Κλάση Β","3,200",11999,0.27,429,01/2025
18450,"ΟΣΙΑ ΞΕΝΗ","Κλάση Γ","1,333",2237,0.60,91,01/2025
18450,"ΟΣΙΑ ΞΕΝΗ","Κλάση Δ",399,207,1.93,11,01/2025
18450,"Π. ΚΟΚΚΙΝΙΑ","Κλάση A",167,5177,0.03,167,01/2025
18450,"Π. ΚΟΚΚΙΝΙΑ","Κλάση Β","2,639",9610,0.27,310,01/2025
18450,"Π. ΚΟΚΚΙΝΙΑ","Κλάση Γ",841,1333,0.63,43,01/2025
18450,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση A",209,8461,0.02,273,01/2025
18450,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Β","3,805",13913,0.27,449,01/2025
18450,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Γ","1,363",2203,0.62,72,01/2025
18450,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Δ",151,126,1.20,5,01/2025
18450,ΧΑΛΚΗΔΟΝΑ,"Κλάση A",216,8091,0.03,261,01/2025
18450,ΧΑΛΚΗΔΟΝΑ,"Κλάση Β","4,556",16585,0.27,535,01/2025
18450,ΧΑΛΚΗΔΟΝΑ,"Κλάση Γ","1,768",2777,0.64,90,01/2025
18450,ΧΑΛΚΗΔΟΝΑ,"Κλάση Δ",84,70,1.20,4,01/2025
18450,ΧΑΛΚΗΔΟΝΑ,"Κλάση Ε",225,36,6.24,2,01/2025
18451,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση A",29,720,0.04,28,01/2025
18451,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Β",452,1758,0.26,60,01/2025
18451,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Γ",185,313,0.59,12,01/2025
18451,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Δ",77,61,1.26,3,01/2025
18451,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση A",49,2128,0.02,75,01/2025
18451,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Β",572,2188,0.26,78,01/2025
18451,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Γ",205,317,0.65,16,01/2025
18451,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Δ",196,155,1.27,6,01/2025
18451,ΑΝΑΛΗΨΗ,"Κλάση A",6,279,0.02,9,01/2025
18451,ΑΝΑΛΗΨΗ,"Κλάση Β",93,310,0.30,10,01/2025
18451,ΓΗΠΕΔΟ,"Κλάση A",43,1271,0.03,41,01/2025
18451,ΓΗΠΕΔΟ,"Κλάση Β","1,044",3472,0.30,112,01/2025
18451,ΓΗΠΕΔΟ,"Κλάση Γ",829,1302,0.64,42,01/2025
18451,ΓΗΠΕΔΟ,"Κλάση Δ",200,93,2.15,3,01/2025
18451,ΚΡΗΝΗ,"Κλάση A",604,17974,0.03,602,01/2025
18451,ΚΡΗΝΗ,"Κλάση Β","9,194",34227,0.27,1138,01/2025
18451,ΚΡΗΝΗ,"Κλάση Γ","2,852",4656,0.61,161,01/2025
18451,ΚΡΗΝΗ,"Κλάση Δ",244,183,1.33,7,01/2025
18451,ΝΕΑΠΟΛΗ,"Κλάση A",422,13764,0.03,445,01/2025
18451,ΝΕΑΠΟΛΗ,"Κλάση Β","7,161",26166,0.27,845,01/2025
18451,ΝΕΑΠΟΛΗ,"Κλάση Γ","2,708",4154,0.65,134,01/2025
18451,ΝΕΑΠΟΛΗ,"Κλάση Δ",980,556,1.76,18,01/2025
18451,ΝΙΚΑΙΑ,"Κλάση A",116,3395,0.03,123,01/2025
18451,ΝΙΚΑΙΑ,"Κλάση Β","2,451",8694,0.28,299,01/2025
18451,ΝΙΚΑΙΑ,"Κλάση Γ","1,043",1679,0.62,61,01/2025
18451,ΝΙΚΑΙΑ,"Κλάση Δ",175,93,1.88,4,01/2025
18451,"ΟΣΙΑ ΞΕΝΗ","Κλάση A",392,13461,0.03,488,01/2025
18451,"ΟΣΙΑ ΞΕΝΗ","Κλάση Β","7,268",26805,0.27,935,01/2025
18451,"ΟΣΙΑ ΞΕΝΗ","Κλάση Γ","2,708",4378,0.62,165,01/2025
18451,"ΟΣΙΑ ΞΕΝΗ","Κλάση Δ",215,133,1.61,8,01/2025
18451,ΧΑΛΚΗΔΟΝΑ,"Κλάση A","1,274",37288,0.03,1339,01/2025
18451,ΧΑΛΚΗΔΟΝΑ,"Κλάση Β","22,367",81663,0.27,2868,01/2025
18451,ΧΑΛΚΗΔΟΝΑ,"Κλάση Γ","7,912",12886,0.61,493,01/2025
18451,ΧΑΛΚΗΔΟΝΑ,"Κλάση Δ",950,645,1.47,27,01/2025
18451,ΧΑΛΚΗΔΟΝΑ,"Κλάση Ε",885,117,7.56,4,01/2025
18452,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση A",23,806,0.03,26,01/2025
18452,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Β",352,1240,0.28,40,01/2025
18452,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Γ",151,248,0.61,8,01/2025
18452,ΑΝΑΛΗΨΗ,"Κλάση A",663,21857,0.03,708,01/2025
18452,ΑΝΑΛΗΨΗ,"Κλάση Β","15,470",54420,0.28,1756,01/2025
18452,ΑΝΑΛΗΨΗ,"Κλάση Γ","6,315",10058,0.63,325,01/2025
18452,ΑΝΑΛΗΨΗ,"Κλάση Δ",578,372,1.55,12,01/2025
18452,ΚΑΜΕΝΑ,"Κλάση A",120,4309,0.03,139,01/2025
18452,ΚΑΜΕΝΑ,"Κλάση Β","2,599",8990,0.29,290,01/2025
18452,ΚΑΜΕΝΑ,"Κλάση Γ","1,200",1984,0.60,64,01/2025
18452,ΝΕΑΠΟΛΗ,"Κλάση A","1,601",51625,0.03,1668,01/2025
18452,ΝΕΑΠΟΛΗ,"Κλάση Β","34,603",125124,0.28,4037,01/2025
18452,ΝΕΑΠΟΛΗ,"Κλάση Γ","15,360",24729,0.62,798,01/2025
18452,ΝΕΑΠΟΛΗ,"Κλάση Δ","1,746",993,1.76,33,01/2025
18452,ΝΕΑΠΟΛΗ,"Κλάση Ε","1,399",94,14.88,4,01/2025
18452,ΝΙΚΑΙΑ,"Κλάση A",36,1209,0.03,39,01/2025
18452,ΝΙΚΑΙΑ,"Κλάση Β","1,054",3813,0.28,123,01/2025
18452,ΝΙΚΑΙΑ,"Κλάση Γ",374,558,0.67,18,01/2025
18453,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση A",223,9776,0.02,368,01/2025
18453,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Β","3,760",13809,0.27,481,01/2025
18453,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Γ","1,251",2094,0.60,82,01/2025
18453,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Δ",341,232,1.47,9,01/2025
18453,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση A",555,20987,0.03,799,01/2025
18453,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Β","8,769",33024,0.27,1124,01/2025
18453,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Γ","3,036",4707,0.64,176,01/2025
18453,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Δ",330,206,1.60,8,01/2025
18453,ΑΝΑΛΗΨΗ,"Κλάση A",1,158,0.01,6,01/2025
18453,ΑΝΑΛΗΨΗ,"Κλάση Β",81,338,0.24,11,01/2025
18453,ΑΝΑΛΗΨΗ,"Κλάση Γ",65,93,0.69,3,01/2025
18453,ΚΡΗΝΗ,"Κλάση A",743,24686,0.03,820,01/2025
18453,ΚΡΗΝΗ,"Κλάση Β","11,368",42993,0.26,1438,01/2025
18453,ΚΡΗΝΗ,"Κλάση Γ","4,375",7125,0.61,243,01/2025
18453,ΚΡΗΝΗ,"Κλάση Δ",429,214,2.01,10,01/2025
18453,ΝΕΑΠΟΛΗ,"Κλάση A",15,589,0.02,19,01/2025
18453,ΝΕΑΠΟΛΗ,"Κλάση Β",212,899,0.24,29,01/2025
18453,ΝΕΑΠΟΛΗ,"Κλάση Γ",126,186,0.68,6,01/2025
18453,ΝΙΚΑΙΑ,"Κλάση A",44,1894,0.02,105,01/2025
18453,ΝΙΚΑΙΑ,"Κλάση Β","1,068",3991,0.27,138,01/2025
18453,ΝΙΚΑΙΑ,"Κλάση Γ",365,619,0.59,22,01/2025
18453,"ΟΣΙΑ ΞΕΝΗ","Κλάση A",386,14612,0.03,519,01/2025
18453,"ΟΣΙΑ ΞΕΝΗ","Κλάση Β","6,571",25036,0.26,862,01/2025
18453,"ΟΣΙΑ ΞΕΝΗ","Κλάση Γ","2,287",3510,0.65,139,01/2025
18453,"ΟΣΙΑ ΞΕΝΗ","Κλάση Δ",379,255,1.49,13,01/2025
18453,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση A",65,2264,0.03,295,01/2025
18453,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Β","1,109",4404,0.25,152,01/2025
18453,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Γ",371,587,0.63,22,01/2025
18453,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Δ",84,61,1.38,2,01/2025
18454,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση A",103,3348,0.03,109,01/2025
18454,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Β","1,405",5549,0.25,179,01/2025
18454,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Γ",486,713,0.68,23,01/2025
18454,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Δ",256,155,1.65,5,01/2025
18454,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Ε",686,62,11.06,2,01/2025
18454,ΑΡΜΕΝΙΚΑ,"Κλάση A",215,6610,0.03,257,01/2025
18454,ΑΡΜΕΝΙΚΑ,"Κλάση Β","4,228",15396,0.27,497,01/2025
18454,ΑΡΜΕΝΙΚΑ,"Κλάση Γ","1,313",2139,0.61,69,01/2025
18454,ΑΡΜΕΝΙΚΑ,"Κλάση Δ",311,217,1.43,7,01/2025
18454,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",851,30824,0.03,1003,01/2025
18454,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β","14,957",56124,0.27,1825,01/2025
18454,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ","4,875",7849,0.62,257,01/2025
18454,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Δ","1,403",775,1.81,25,01/2025
18454,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση A",721,23626,0.03,764,01/2025
18454,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση Β","11,881",44884,0.26,1448,01/2025
18454,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση Γ","4,336",6909,0.63,224,01/2025
18454,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση Δ",906,504,1.80,18,01/2025
18454,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση Ε","1,057",124,8.52,4,01/2025
18454,ΚΡΑΤΙΚΟ,"Κλάση A",73,2914,0.03,128,01/2025
18454,ΚΡΑΤΙΚΟ,"Κλάση Β",945,3534,0.27,114,01/2025
18454,ΚΡΑΤΙΚΟ,"Κλάση Γ",499,744,0.67,24,01/2025
18454,ΚΡΑΤΙΚΟ,"Κλάση Δ",616,279,2.21,9,01/2025
18454,ΝΙΚΑΙΑ,"Κλάση A",3,62,0.04,2,01/2025
18454,ΝΙΚΑΙΑ,"Κλάση Β",41,93,0.44,3,01/2025
18454,ΝΙΚΑΙΑ,"Κλάση Γ",40,62,0.64,2,01/2025
18454,"Π. ΚΟΚΚΙΝΙΑ","Κλάση A",489,17019,0.03,549,01/2025
18454,"Π. ΚΟΚΚΙΝΙΑ","Κλάση Β","8,412",30535,0.28,985,01/2025
18454,"Π. ΚΟΚΚΙΝΙΑ","Κλάση Γ","3,354",5332,0.63,172,01/2025
18454,"Π. ΚΟΚΚΙΝΙΑ","Κλάση Δ",342,217,1.58,7,01/2025
18454,"ΠΑΙΔΙΚΗ ΣΤΕΓΗ","Κλάση A",196,6851,0.03,377,01/2025
18454,"ΠΑΙΔΙΚΗ ΣΤΕΓΗ","Κλάση Β","3,492",13051,0.27,421,01/2025
18454,"ΠΑΙΔΙΚΗ ΣΤΕΓΗ","Κλάση Γ","1,306",2108,0.62,68,01/2025
18454,"ΠΑΙΔΙΚΗ ΣΤΕΓΗ","Κλάση Δ",191,62,3.08,2,01/2025
18454,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση A",329,12406,0.03,574,01/2025
18454,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Β","5,940",21218,0.28,691,01/2025
18454,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Γ","2,015",3266,0.62,116,01/2025
18454,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Δ",210,93,2.25,3,01/2025
18454,ΠΕΡΙΒΟΛΑΚΙ,"Κλάση Ε","1,283",93,13.79,3,01/2025
18531,ΔΗΜΟΤΙΚΟ,"Κλάση A",298,11601,0.03,403,01/2025
18531,ΔΗΜΟΤΙΚΟ,"Κλάση Β","2,061",8622,0.24,312,01/2025
18531,ΔΗΜΟΤΙΚΟ,"Κλάση Γ",645,939,0.69,40,01/2025
18531,ΔΗΜΟΤΙΚΟ,"Κλάση Δ",721,453,1.59,19,01/2025
18531,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση A",62,2738,0.02,96,01/2025
18531,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση Β",357,1576,0.23,59,01/2025
18531,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση Γ",133,189,0.70,8,01/2025
18531,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση Δ",32,23,1.40,3,01/2025
18531,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση Ε",628,93,6.75,3,01/2025
18531,ΚΑΛΑΜΑΚΙ,"Κλάση A",8,279,0.03,9,01/2025
18531,ΚΑΛΑΜΑΚΙ,"Κλάση Β",25,93,0.27,3,01/2025
18531,ΚΕΝΤΡΟ,"Κλάση A",214,9401,0.02,336,01/2025
18531,ΚΕΝΤΡΟ,"Κλάση Β","1,462",6296,0.23,232,01/2025
18531,ΚΕΝΤΡΟ,"Κλάση Γ",768,1122,0.68,49,01/2025
18531,ΚΕΝΤΡΟ,"Κλάση Δ","1,156",619,1.87,23,01/2025
18531,ΚΡΗΤΙΚΑ,"Κλάση A",26,1177,0.02,40,01/2025
18531,ΚΡΗΤΙΚΑ,"Κλάση Β",97,404,0.24,15,01/2025
18531,ΚΡΗΤΙΚΑ,"Κλάση Γ",42,62,0.68,2,01/2025
18531,"ΠΛΑΤΕΙΑ ΙΠΠΟΔΑΜΕΙΑΣ","Κλάση A",15,636,0.02,22,01/2025
18531,"ΠΛΑΤΕΙΑ ΙΠΠΟΔΑΜΕΙΑΣ","Κλάση Β",99,418,0.24,15,01/2025
18531,"ΠΛΑΤΕΙΑ ΙΠΠΟΔΑΜΕΙΑΣ","Κλάση Γ",35,62,0.56,3,01/2025
18531,"ΠΛΑΤΕΙΑ ΙΠΠΟΔΑΜΕΙΑΣ","Κλάση Δ",217,62,3.51,3,01/2025
18531,"ΠΡΟΦ. ΗΛΙΑΣ","Κλάση A",28,1441,0.02,50,01/2025
18531,"ΠΡΟΦ. ΗΛΙΑΣ","Κλάση Β",102,443,0.23,16,01/2025
18531,"ΠΡΟΦ. ΗΛΙΑΣ","Κλάση Γ",116,164,0.71,6,01/2025
18531,"ΠΡΟΦ. ΗΛΙΑΣ","Κλάση Δ",180,91,1.97,3,01/2025
18531,ΡΕΤΣΙΝΑ,"Κλάση A",3,162,0.02,6,01/2025
18531,ΡΕΤΣΙΝΑ,"Κλάση Β",11,55,0.19,2,01/2025
18531,ΣΤΑΘΜΟΣ,"Κλάση A",164,7134,0.02,250,01/2025
18531,ΣΤΑΘΜΟΣ,"Κλάση Β",732,3185,0.23,132,01/2025
18531,ΣΤΑΘΜΟΣ,"Κλάση Γ",582,873,0.67,36,01/2025
18531,ΣΤΑΘΜΟΣ,"Κλάση Δ","2,816",1379,2.04,49,01/2025
18531,ΣΤΑΘΜΟΣ,"Κλάση Ε","1,801",209,8.62,10,01/2025
18532,ΔΗΜΟΤΙΚΟ,"Κλάση A",79,3000,0.03,103,01/2025
18532,ΔΗΜΟΤΙΚΟ,"Κλάση Β",430,1858,0.23,67,01/2025
18532,ΔΗΜΟΤΙΚΟ,"Κλάση Γ",204,271,0.75,11,01/2025
18532,ΔΗΜΟΤΙΚΟ,"Κλάση Δ",180,120,1.50,6,01/2025
18532,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση A",342,13107,0.03,467,01/2025
18532,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση Β","3,454",14598,0.24,518,01/2025
18532,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση Γ",796,1313,0.61,51,01/2025
18532,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση Δ",597,367,1.63,16,01/2025
18532,ΚΑΛΑΜΑΚΙ,"Κλάση A",24,1776,0.01,60,01/2025
18532,ΚΑΛΑΜΑΚΙ,"Κλάση Β",274,1154,0.24,41,01/2025
18532,ΚΑΛΑΜΑΚΙ,"Κλάση Γ",53,77,0.69,3,01/2025
18532,ΚΡΗΤΙΚΑ,"Κλάση A",58,2283,0.03,79,01/2025
18532,ΚΡΗΤΙΚΑ,"Κλάση Β",410,1933,0.21,69,01/2025
18532,ΚΡΗΤΙΚΑ,"Κλάση Γ",311,507,0.61,18,01/2025
18532,ΚΡΗΤΙΚΑ,"Κλάση Δ",28,20,1.39,2,01/2025
18532,"ΛΑΚΚΑ ΒΑΒΟΥΛΑ","Κλάση A","2,156",73780,0.03,2681,01/2025
18532,"ΛΑΚΚΑ ΒΑΒΟΥΛΑ","Κλάση Β","20,929",88778,0.24,3186,01/2025
18532,"ΛΑΚΚΑ ΒΑΒΟΥΛΑ","Κλάση Γ","4,588",7572,0.61,314,01/2025
18532,"ΛΑΚΚΑ ΒΑΒΟΥΛΑ","Κλάση Δ","1,103",629,1.75,32,01/2025
18532,"ΠΡΟΦ. ΗΛΙΑΣ","Κλάση A",20,1240,0.02,40,01/2025
18532,"ΠΡΟΦ. ΗΛΙΑΣ","Κλάση Β",403,1644,0.25,54,01/2025
18532,"ΠΡΟΦ. ΗΛΙΑΣ","Κλάση Γ",95,144,0.66,7,01/2025
18532,"ΠΡΟΦ. ΗΛΙΑΣ","Κλάση Δ",101,72,1.40,3,01/2025
18533,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση A",448,15960,0.03,576,01/2025
18533,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση Β","6,136",24508,0.25,863,01/2025
18533,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση Γ","2,034",3263,0.62,125,01/2025
18533,ΕΥΑΓΓΕΛΙΣΤΡΙΑ,"Κλάση Δ",109,73,1.49,4,01/2025
18533,ΚΑΛΑΜΑΚΙ,"Κλάση A",28,978,0.03,34,01/2025
18533,ΚΑΛΑΜΑΚΙ,"Κλάση Β",188,767,0.24,30,01/2025
18533,ΚΑΛΑΜΑΚΙ,"Κλάση Γ",20,32,0.63,2,01/2025
18533,ΚΑΣΤΕΛΛΑ,"Κλάση A",401,15098,0.03,544,01/2025
18533,ΚΑΣΤΕΛΛΑ,"Κλάση Β","6,084",23194,0.26,827,01/2025
18533,ΚΑΣΤΕΛΛΑ,"Κλάση Γ","3,180",4957,0.64,193,01/2025
18533,ΚΑΣΤΕΛΛΑ,"Κλάση Δ",712,415,1.72,20,01/2025
18533,ΚΑΣΤΕΛΛΑ,"Κλάση Ε",246,41,5.99,2,01/2025
18533,ΚΡΗΤΙΚΑ,"Κλάση A",67,3241,0.02,114,01/2025
18533,ΚΡΗΤΙΚΑ,"Κλάση Β","1,360",5217,0.26,182,01/2025
18533,ΚΡΗΤΙΚΑ,"Κλάση Γ",528,873,0.60,35,01/2025
